YC link,Name,Location,Discription,Batch,Type,Industry,Website URL
https://www.ycombinator.com/companies/april,April,SF,Voice AI Executive Assistant,Summer 2025,Consumer,,https://tryapril.com/
https://www.ycombinator.com/companies/liva-ai,Liva AI,SF,Audio & Video Data,Summer 2025,B2B,,https://www.theliva.ai/
https://www.ycombinator.com/companies/swerve,Swerve,SF,Chat with AI Characters,Winter 2025,Consumer,,https://www.getswerve.com/
https://www.ycombinator.com/companies/novaflow,Novaflow,SF,The AI data analyst for biology labs,Summer 2025,Healthcare,,https://www.novaflowapp.com/
https://www.ycombinator.com/companies/agenthub-2,AgentHub,,The simulation and evaluation engine for AI agents,Summer 2025,B2B,,https://www.agenthublabs.com/
https://www.ycombinator.com/companies/imprezia,Imprezia,,The World's First AI Ad Network.,Summer 2025,B2B,Infrastructure,https://imprezia.ai/
https://www.ycombinator.com/companies/stockline,Stockline,SF,AI-native ERP for food wholesalers,Summer 2025,B2B,,https://stockline.ai/
https://www.ycombinator.com/companies/traceroot-ai,TraceRoot.AI,,Open source AI agents auto-fix your production bugs,Summer 2025,B2B,"Engineering, Product and Design",https://traceroot.ai/
https://www.ycombinator.com/companies/mimos,Mimos,,Helping companies rank in AI search,Summer 2025,B2B,,https://www.trymimos.com/
https://www.ycombinator.com/companies/ghosteye,GhostEye,NYC,Vulnerability Management for Human Risk,Summer 2025,B2B,Security,https://ghosteye.ai/
https://www.ycombinator.com/companies/truthsystems,truthsystems,SF,Automatically blocking risky behavior with real-time governance agents,Summer 2025,B2B,Infrastructure,https://www.truthsystems.ai/
https://www.ycombinator.com/companies/kernel,Kernel,SF,"Crazy fast, open source infra for AI agents to use the Internet",Summer 2025,B2B,Infrastructure,https://www.kernel.sh/
https://www.ycombinator.com/companies/monarcha,Monarcha,SF,An expert for your spatial data,Summer 2025,B2B,,https://monarcha.ai/
https://www.ycombinator.com/companies/lanesurf,Lanesurf,SF,Voice AI for booking freight,Summer 2025,B2B,,https://www.lanesurf.com/
https://www.ycombinator.com/companies/outrove,Outrove,SF,Ultra-realistic AI Recruiter,Summer 2025,B2B,Recruiting and Talent,https://www.outrove.ai/
https://www.ycombinator.com/companies/golpo,Golpo,SF,Most Powerful AI Video Gen Model for Explainer Videos From Documents,Summer 2025,B2B,Productivity,https://video.golpoai.com/
https://www.ycombinator.com/companies/certus-ai,Certus AI,SF,Replacing the restaurant phone line with Voice AI,Summer 2025,B2B,,https://www.certus-ai.com/
https://www.ycombinator.com/companies/vibeflow,VibeFlow,,"Lovable, n8n and a database all in one platform",Summer 2025,B2B,,https://vibeflow.ai/
https://www.ycombinator.com/companies/deepaware-ai,DeepAware AI,SF,Help AI data centers unlock more compute and become more efficient,Summer 2025,B2B,Infrastructure,https://deepawareai.com/
https://www.ycombinator.com/companies/b12-labs,b12 Labs,SF,Chemical Copilot for Pharma and Biotech,Summer 2025,Healthcare,Drug Discovery and Delivery,https://b12-labs.com/
https://www.ycombinator.com/companies/comena,Comena,,AI agents for distributors and manufacturers to automate order entry.,Summer 2025,B2B,Supply Chain and Logistics,https://comena.ai/
https://www.ycombinator.com/companies/manufact,Manufact (formerly mcp-use),,Open source SDK & cloud infrastructure for MCP Servers & ChatGPT Apps,Summer 2025,B2B,Infrastructure,https://manufact.com/
https://www.ycombinator.com/companies/tryjanet,Janet AI,SF,The AI-Native Jira,Summer 2025,B2B,,https://janet.ai/
https://www.ycombinator.com/companies/pangolin,Pangolin,SF,"Identity-aware VPN and proxy for remote access to anything, anywhere.",Summer 2025,B2B,Infrastructure,https://pangolin.net/
https://www.ycombinator.com/companies/socratix-ai,Socratix AI,,AI coworkers for fraud and risk teams.,Summer 2025,B2B,Operations,https://getsocratix.ai/
https://www.ycombinator.com/companies/modelence,Modelence,SF,The full-stack platform for agentic development,Summer 2025,B2B,Infrastructure,https://modelence.com/
https://www.ycombinator.com/companies/okibi,Okibi,SF,"Build AI coworkers using natural language, it's Lovable for agents",Summer 2025,B2B,,https://okibi.ai/
https://www.ycombinator.com/companies/sigmanticai,SigmanticAI,"Dublin, CA, USA",The Cursor for Chip Design - Delivering Silicon-Ready Chip Designs�,Summer 2025,B2B,"Engineering, Product and Design",https://www.sigmanticai.com/
https://www.ycombinator.com/companies/f4,F4,SF,Automating compliance checks for engineering drawings,Summer 2025,Industrials,,https://f4.dev/
https://www.ycombinator.com/companies/synthetic-society,Synthetic Society,SF,Synthetic Users to Simulate Real Users,Summer 2025,B2B,"Engineering, Product and Design",https://syntheticsociety.ai/
https://www.ycombinator.com/companies/gitdot,gitdot,,A better GItHub,Summer 2025,B2B,Productivity,https://www.gitdot.io/
https://www.ycombinator.com/companies/tidy,Tidy,SF,Does anything you can imagine with a text,Summer 2025,Consumer,,https://withtidy.com/
https://www.ycombinator.com/companies/parachute,Parachute,,Infrastructure for hospitals to monitor and deploy clinical AI,Summer 2025,Healthcare,Healthcare IT,https://parachute-ai.com/
https://www.ycombinator.com/companies/notte,Notte,SF,Reliable Web Agents for Enterprise,Summer 2025,B2B,,https://www.notte.cc/
https://www.ycombinator.com/companies/acrely,Acrely,,Enterprise Voice Agents,Summer 2025,B2B,,https://www.acrely.ai/
https://www.ycombinator.com/companies/alter,Alter,NYC,Secure access control and authorization platform for agent workflows,Summer 2025,B2B,Security,https://alterai.dev/
https://www.ycombinator.com/companies/tectoai,TectoAI,SF,A Platform for AI Governance,Summer 2025,B2B,,https://www.tecto.ai/
https://www.ycombinator.com/companies/convexia,Convexia,,The world's first AI-maximalist pharma company,Summer 2025,Healthcare,Drug Discovery and Delivery,https://convexia.bio/
https://www.ycombinator.com/companies/luminal,Luminal,,Making AI run fast on any hardware.,Summer 2025,B2B,Infrastructure,https://luminal.com/
https://www.ycombinator.com/companies/goriff,GoRiff,SF,Cursor for music production,Summer 2025,Consumer,,https://goriff.com/
https://www.ycombinator.com/companies/sira,Sira,,AI Native Rippling for Deskless Workers,Summer 2025,B2B,Human Resources,https://sira.team/
https://www.ycombinator.com/companies/embedder,Embedder,SF,Cursor for Firmware,Summer 2025,B2B,"Engineering, Product and Design",https://www.embedder.com/
https://www.ycombinator.com/companies/nixo,Nixo,,The first ops platform for forward deployed engineers,Summer 2025,B2B,,https://withnixo.com/
https://www.ycombinator.com/companies/cactus,Cactus,SF,Low-latency AI engine for mobile devices & wearables,Summer 2025,B2B,"Engineering, Product and Design",https://www.cactuscompute.com/
https://www.ycombinator.com/companies/bootloop,BootLoop,SF,"Firmware in minutes, not months - rigorously tested on real hardware",Summer 2025,B2B,"Engineering, Product and Design",https://bootloop.ai/
https://www.ycombinator.com/companies/channel3,Channel3,NYC,Database of every product on the internet,Summer 2025,B2B,Retail,https://trychannel3.com/
https://www.ycombinator.com/companies/interfere,Interfere,NYC,Build software that never breaks,Summer 2025,B2B,"Engineering, Product and Design",https://interfere.com/
https://www.ycombinator.com/companies/pares-ai,PARES AI,SF,Helping commercial real estate brokers find and close more deals.,Summer 2025,Real Estate and Construction,,https://www.pares.ai/
https://www.ycombinator.com/companies/opennote,Opennote,SF,The notebook that thinks with you.,Summer 2025,Consumer,,https://opennote.com/
https://www.ycombinator.com/companies/dscribe-ai,dScribe AI,"Olathe, KS, USA",Computer vision for bulk inventory tracking,Summer 2025,B2B,Supply Chain and Logistics,https://dscribeai.com/
https://www.ycombinator.com/companies/phases,Phases,SF,"Automating clinical trials, starting with patient recruitment.",Summer 2025,Healthcare,Healthcare IT,https://phases.ai/
https://www.ycombinator.com/companies/stagewise,stagewise,,The frontend coding agent for real codebases.,Summer 2025,B2B,"Engineering, Product and Design",https://stagewise.io/
https://www.ycombinator.com/companies/sagekit,Sagekit,SF,AI workspace for research and writing,Summer 2025,B2B,Productivity,https://sagekit.com/
https://www.ycombinator.com/companies/closera,Closera,SF,AI employees for commercial real estate,Summer 2025,B2B,,https://closera.com/
https://www.ycombinator.com/companies/kestroll,Kestroll,SF,,Summer 2025,B2B,Operations,https://
https://www.ycombinator.com/companies/humoniq,Humoniq,SF,AI-Native BPO for travel & transport,Summer 2025,B2B,,https://humoniq.ai/
https://www.ycombinator.com/companies/nox-metals,Nox Metals,"Detroit, MI, USA",Supplying America's Industrial Base,Summer 2025,Industrials,Manufacturing and Robotics,https://noxmetals.co/
https://www.ycombinator.com/companies/orange-slice,Orange Slice,,Agentic sales enrichment spreadsheet,Summer 2025,B2B,Sales,https://orangeslice.ai/
https://www.ycombinator.com/companies/hera-video,Hera,,AI Motion Designer,Summer 2025,B2B,"Engineering, Product and Design",https://hera.video/
https://www.ycombinator.com/companies/flai,Flai,,We Bring Customers to Your Dealership,Summer 2025,Industrials,Automotive,https://www.useflai.com/
https://www.ycombinator.com/companies/wafer,Wafer,SF,AI that makes AI fast,Summer 2025,B2B,"Engineering, Product and Design",https://www.wafer.ai/
https://www.ycombinator.com/companies/cifrato,Cifrato,"Bogot�, Bogota, Colombia",AI Accountant for Accounting Firms,Winter 2025,B2B,Operations,https://cifrato.ai/
https://www.ycombinator.com/companies/perspectives-health,Perspectives Health,"Chicago, IL, USA",Automating away admin for behavioral health clinics,Summer 2025,Healthcare,Healthcare IT,https://perspectiveshealth.ai/
https://www.ycombinator.com/companies/autosana,Autosana,,AI Agents for Mobile & Web QA,Summer 2025,B2B,"Engineering, Product and Design",https://autosana.ai/
https://www.ycombinator.com/companies/nozomio,Nozomio,,Context augmentation for agents,Summer 2025,B2B,"Engineering, Product and Design",https://www.nozomio.com/
https://www.ycombinator.com/companies/costream,Costream,SF,Indexing human dialogue through digital products,Summer 2025,Consumer,,https://www.costream.ai/
https://www.ycombinator.com/companies/finto-de,Finto,"Munich, BY, Germany",AI accounting for enterprise finance teams,Summer 2025,B2B,Finance and Accounting,https://www.gofinto.com/
https://www.ycombinator.com/companies/careswift,CareSwift,NYC,AI scribe for Ambulance Reports,Summer 2025,Healthcare,,https://www.careswift.com/
https://www.ycombinator.com/companies/agentmail,AgentMail,SF,Email Inboxes for AI Agents,Summer 2025,B2B,Infrastructure,https://agentmail.to/
https://www.ycombinator.com/companies/skope,Skope,SF,AI Agents for SMB Law Firms.,Summer 2025,B2B,,https://useskope.com/
https://www.ycombinator.com/companies/slashy,Slashy,SF,Cursor for Email,Summer 2025,B2B,Productivity,https://www.slashy.com/
https://www.ycombinator.com/companies/realroots,RealRoots,SF,AI social app for women,Summer 2025,Consumer,Social,http://www.therealroots.com/
https://www.ycombinator.com/companies/altur,Altur,"Mexico City, CDMX, Mexico",Voice AI Agents for Debt Collection,Summer 2025,B2B,,https://altur.io/
https://www.ycombinator.com/companies/uplift-ai,Uplift AI,,Foundational Voice Models for regional languages,Summer 2025,B2B,,https://upliftai.org/
https://www.ycombinator.com/companies/magnetic,Magnetic,,AI Tax Preparer for CPA firms,Summer 2025,B2B,Productivity,https://youtu.be/5--kYPgPLEM
https://www.ycombinator.com/companies/pally,Pally,SF,Intelligent Unified Inbox + Personal CRM,Summer 2025,B2B,Productivity,https://pally.com/
https://www.ycombinator.com/companies/playably,PlayAbly,Remote,"We build games to help brands engage, convert, and retain customers",Summer 2019,B2B,,https://www.playably.ai/
https://www.ycombinator.com/companies/vulcan-technologies,Vulcan Technologies,"Austin, TX, USA",AI regulatory drafting and compliance,Summer 2025,B2B,Legal,https://www.vulcan-tech.com/
https://www.ycombinator.com/companies/halluminate,Halluminate,SF,Data and RL environments to automate knowledge work,Summer 2025,B2B,,https://halluminate.ai/
https://www.ycombinator.com/companies/reacher,Reacher,SF,We automate creator marketing for the world's largest brands,Summer 2025,B2B,,https://reacherapp.com/
https://www.ycombinator.com/companies/flywheel-ai,Flywheel AI,SF,Waymo for excavators,Summer 2025,Industrials,Manufacturing and Robotics,https://useflywheel.ai/
https://www.ycombinator.com/companies/perseus-defense,Perseus Defense,,America's Golden Dome for Drones,Summer 2025,Industrials,Defense,https://perseusdefense.com/
https://www.ycombinator.com/companies/idler,Idler,SF,Reinforcement learning environments.,Summer 2025,B2B,"Engineering, Product and Design",https://idler.ai/
https://www.ycombinator.com/companies/proliferate,Proliferate,SF,The autonomous engineering organization,Summer 2025,B2B,"Engineering, Product and Design",https://proliferate.com/?utm_source=yc&utm_medium=referral&utm_campaign=profile
https://www.ycombinator.com/companies/cyberdesk,Cyberdesk,SF,Self learning computer use agent for developers,Summer 2025,B2B,"Engineering, Product and Design",https://www.cyberdesk.io/
https://www.ycombinator.com/companies/boost-robotics,Boost Robotics,"Boston, MA, USA",Robots for the inspection and maintenance of data centers,Spring 2025,Industrials,Manufacturing and Robotics,https://www.boostrobotics.ai/
https://www.ycombinator.com/companies/powermatrix,PowerMatrix,"Cambridge, England, United Kingdom",Efficient and compact power supply for AI hardware,Spring 2025,Industrials,Energy,Not found
https://www.ycombinator.com/companies/cleon,Cleon,NYC,AI agents for hotels & resorts,Spring 2025,B2B,,https://getcleon.ai/
https://www.ycombinator.com/companies/third-chair,Third Chair,SF,Automating complex legal workflows with human lawyers in the loop.,Spring 2025,B2B,Legal,https://usethirdchair.com/
https://www.ycombinator.com/companies/janus,Janus,SF,Evaluate AI Agents with Simulation Environments,Spring 2025,B2B,Infrastructure,https://www.withjanus.com/
https://www.ycombinator.com/companies/trapeze,Trapeze,,AI-native Zocdoc,Spring 2025,Healthcare,Healthcare IT,https://www.trapezehealth.com/
https://www.ycombinator.com/companies/kashikoi,Kashikoi,SF,Simulation Engine for Benchmarking AI Products,Spring 2025,B2B,,https://www.getkashikoi.com/
https://www.ycombinator.com/companies/nimbic-ai,Nimbic AI,,Automatically write and update internal docs with every code commit.,Spring 2025,B2B,"Engineering, Product and Design",https://nimbic-ai.com/
https://www.ycombinator.com/companies/photonium,Photonium,,AI-Powered Optical Consulting & Software,Spring 2025,B2B,"Engineering, Product and Design",https://www.photoniumoptics.com/
https://www.ycombinator.com/companies/neoncoral,neoncoral,,?? AI consumer social,Spring 2025,Consumer,,http://neoncoral.inc/
https://www.ycombinator.com/companies/voiceos,VoiceOS,SF,The Siri for Productivity,Spring 2025,Consumer,,https://voiceos.com/
https://www.ycombinator.com/companies/bloom-4,Bloom,,Build and share mobile apps in seconds,Spring 2025,B2B,"Engineering, Product and Design",https://bloom.diy/
https://www.ycombinator.com/companies/bond,Bond,SF,Your AI Chief of Staff,Spring 2025,B2B,Productivity,https://www.bondapp.io/
https://www.ycombinator.com/companies/atlog,Atlog,NYC,Voice AI That Won't Get You Sued,Spring 2025,B2B,Operations,https://atlog.ai/
https://www.ycombinator.com/companies/beluga,Beluga,SF,Influencer marketing that converts,Spring 2025,B2B,Marketing,https://www.trybeluga.ai/
https://www.ycombinator.com/companies/chiron,Chiron,SF,Grammarly for Math ??,Spring 2025,Education,,https://projectchiron.org/
https://www.ycombinator.com/companies/helixdb,HelixDB,"London, England, United Kingdom",The fastest & most scalable graph-vector database on the market,Spring 2025,B2B,"Engineering, Product and Design",https://helix-db.com/
https://www.ycombinator.com/companies/probo,Probo,SF,We help you get compliant while you focus on your business.,Spring 2025,B2B,Security,https://www.getprobo.com/
https://www.ycombinator.com/companies/clarm,Clarm,SF,Capture inbound revenue whilst you build,Spring 2025,B2B,Productivity,https://www.clarm.com/
https://www.ycombinator.com/companies/stratify,stratify,SF,AI agents that help you understand your customers' needs,Spring 2025,B2B,,https://www.trystratify.com/
https://www.ycombinator.com/companies/besimple-ai,Besimple AI,"Redwood City, CA, USA",Voice data for AI,Spring 2025,B2B,,https://besimple.ai/
https://www.ycombinator.com/companies/bramante-biologics,Bramante Biologics,"Cambridge, MA, USA",American drug manufacturing,Spring 2025,Healthcare,,https://www.bramantebio.com/
https://www.ycombinator.com/companies/nomi,Nomi,SF,Realtime Sales Copilot,Spring 2025,B2B,Sales,https://www.nomi.so/
https://www.ycombinator.com/companies/clidey,Clidey,SF,Model your organization. Run it in real time.,Spring 2025,B2B,,https://clidey.com/
https://www.ycombinator.com/companies/ticket-wallet,Ticket Wallet,,AI-optimized ticket resale,Spring 2025,B2B,,https://www.ticketwallet.com/
https://www.ycombinator.com/companies/the-llm-data-company,The LLM Data Company,SF,Frontier models for critical domains,Spring 2025,B2B,,https://www.llmdata.com/
https://www.ycombinator.com/companies/tegore,Tegore,SF,Your new AI-powered math tutor.,Spring 2025,Education,,https://tegore.ai/
https://www.ycombinator.com/companies/lapel,Lapel,,Scale personalized service to every customer.,Spring 2025,B2B,,https://lapel.com/
https://www.ycombinator.com/companies/chestnut,Chestnut,SF,The first AI mortgage lender,Spring 2025,Fintech,Credit and Lending,https://chestnutmortgage.com/
https://www.ycombinator.com/companies/kanava-ai,Kanava AI,SF,Your First AI Sales Hire for Wholesale Distributors,Spring 2025,B2B,Supply Chain and Logistics,https://kanava.ai/
https://www.ycombinator.com/companies/casco,Casco,,"Autonomous security testing for web apps, APIs, cloud, and AI systems",Spring 2025,B2B,Security,https://casco.com/
https://www.ycombinator.com/companies/theorem-2,Theorem,SF,Program verification so even your systems engineers can vibecode,Spring 2025,B2B,Security,https://theorem.dev/
https://www.ycombinator.com/companies/mbodi-ai,Mbodi AI,NYC,Industrial Robots that Act Like Humans,Spring 2025,Industrials,Manufacturing and Robotics,https://www.mbodi.ai/
https://www.ycombinator.com/companies/kaizen,Kaizen,,Automate anything on the web.,Spring 2025,B2B,,https://kaizenautomation.com/
https://www.ycombinator.com/companies/sieveai,sieve,NYC,AI + human review to solve data cleaning - accessible via API or Excel,Spring 2025,B2B,Finance and Accounting,https://usesieve.com/
https://www.ycombinator.com/companies/dolphin,Dolphin,NYC,Dolphin is a startup in a box.,Spring 2025,B2B,"Engineering, Product and Design",https://dolphinmade.com/
https://www.ycombinator.com/companies/the-robot-learning-company,The Robot Learning Company,SF,The infrastructure that robot intelligence is built and deployed on.,Spring 2025,Industrials,Manufacturing and Robotics,https://www.robot-learning.co/
https://www.ycombinator.com/companies/sixtyfour,Sixtyfour,SF,People Intelligence at Scale,Spring 2025,B2B,Operations,https://www.sixtyfour.ai/
https://www.ycombinator.com/companies/relixir,Relixir,SF,GEO-Native CMS,Spring 2025,B2B,,https://relixir.ai/
https://www.ycombinator.com/companies/bitpatrol,BitPatrol,NYC,AI-powered code security,Spring 2025,B2B,Security,https://www.bitpatrol.io/
https://www.ycombinator.com/companies/godela,Godela,SF,AI Physics Engine to replace simulations and prototypes,Spring 2025,B2B,"Engineering, Product and Design",http://godela.ai/
https://www.ycombinator.com/companies/starsling,StarSling,SF,Cursor for DevOps,Spring 2025,B2B,"Engineering, Product and Design",https://www.starsling.dev/
https://www.ycombinator.com/companies/kirana-ai,Kirana AI,NYC,AI manager for physical stores,Spring 2025,B2B,Retail,https://www.kirana-ai.com/
https://www.ycombinator.com/companies/hemut,Hemut,SF,AI-powered operating system for trucking companies.,Spring 2025,B2B,Supply Chain and Logistics,https://www.hemut.com/
https://www.ycombinator.com/companies/qualgent,QualGent,SF,AI Mobile App Quality Assurance Tester,Spring 2025,B2B,,https://qualgent.link/qualgent
https://www.ycombinator.com/companies/propolis,Propolis,,Hands off QA via intelligent browser agents.,Spring 2025,B2B,,https://propolis.tech/
https://www.ycombinator.com/companies/valuemate,ValueMate,,Valuemate automates real estate appraisals with AI,Spring 2025,B2B,,https://valuemate.ai/
https://www.ycombinator.com/companies/mindfort,MindFort,,Autonomous Security Agents,Spring 2025,B2B,Security,https://www.mindfort.ai/
https://www.ycombinator.com/companies/kaelio,Kaelio,,The intelligence layer for Customer Success,Spring 2025,B2B,,https://kaelio.com/
https://www.ycombinator.com/companies/cohesive,Cohesive,NYC,The agentic CRM for blue-collar services,Spring 2025,B2B,,https://getcohesiveai.com/
https://www.ycombinator.com/companies/acolite,Acolite,NYC,AI Teammates for Insurance Agencies,Spring 2025,Fintech,Insurance,https://acolite.ai/
https://www.ycombinator.com/companies/moby-analytics,Moby Analytics,"Paris, �le-de-France, France",AI financial auditors,Spring 2025,B2B,Finance and Accounting,https://www.mobyanalytics.com/
https://www.ycombinator.com/companies/chrt,chrt,,chrt is a logistics platform for time-critical shipping,Spring 2025,B2B,Supply Chain and Logistics,https://chrt.com/
https://www.ycombinator.com/companies/mesmer,Mesmer,SF,Cursor for CTOs,Spring 2025,B2B,"Engineering, Product and Design",https://mesmer.co/
https://www.ycombinator.com/companies/vesence,Vesence,,Cursor for Lawyers. Agentic AI in MS Office.,Spring 2025,B2B,Legal,https://vesence.com/
